circuit_type,crosstalk_type,crosstalk_strength,num_intersecting_pairs,intersecting_pairs,full_state_fidelity,ideal_purity,noisy_purity,purity_loss,trace_distance,execution_time,total_time_us,raw_ops_per_sec,effective_ops_per_sec,quantum_volume,info_throughput_bits_per_sec,error_corrected_throughput,success_rate
teleportation,pauli,0.001,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.008406877517700195,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,pauli,0.001,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.007066249847412109,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,pauli,0.001,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.9890647032778209,1.0000000000000016,0.978282807960225,0.02171719203977651,0.001492510010433691,0.015494823455810547,1.1,909090.9090909091,899149.7302525644,1,899149.7302525644,17982.994605051288,0.9890647032778209
teleportation,pauli,0.005,1,"[(2, 4)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.015079259872436523,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,pauli,0.005,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.012400388717651367,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,pauli,0.005,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.012013673782348633,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,pauli,0.005,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.9890647032778229,1.0000000000000016,0.9782827767244563,0.02171722327554526,0.0014885340036539657,0.017607450485229492,1.1,909090.9090909091,899149.7302525663,1,899149.7302525663,17982.994605051324,0.9890647032778229
teleportation,pauli,0.01,1,"[(2, 4)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.015383243560791016,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,pauli,0.01,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.011163473129272461,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,pauli,0.01,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.013825416564941406,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,pauli,0.01,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.9890647032778282,1.0000000000000016,0.9782827380332698,0.021717261966731738,0.0014835639951794252,0.014006853103637695,1.1,909090.9090909091,899149.730252571,1,899149.730252571,17982.994605051423,0.9890647032778282
teleportation,pauli,0.02,1,"[(2, 4)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.015290021896362305,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,pauli,0.02,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.010665416717529297,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,pauli,0.02,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.01231241226196289,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,pauli,0.02,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.9890647032778364,1.0000000000000016,0.9782826618293083,0.021717338170693212,0.0014736239782301777,0.017125606536865234,1.1,909090.9090909091,899149.7302525785,1,899149.7302525785,17982.994605051572,0.9890647032778364
teleportation,pauli,0.05,1,"[(2, 4)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.01266336441040039,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,pauli,0.05,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.010391473770141602,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,pauli,0.05,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.013724803924560547,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,pauli,0.05,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.9890647032778602,1.0000000000000016,0.9782824426447169,0.02171755735528469,0.0014438039273825393,0.016025781631469727,1.1,909090.9090909091,899149.7302526002,1,899149.7302526002,17982.994605052005,0.9890647032778602
teleportation,pauli,0.1,1,"[(2, 4)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.012616872787475586,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,pauli,0.1,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.01647639274597168,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,pauli,0.1,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.01295614242553711,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,pauli,0.1,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.9890647032778951,1.0000000000000016,0.9782821087613796,0.021717891238622,0.0013941038426364127,0.019623279571533203,1.1,909090.9090909091,899149.7302526318,1,899149.7302526318,17982.994605052638,0.9890647032778951
teleportation,depolarizing,0.001,1,"[(2, 4)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.013251066207885742,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.001,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.015811443328857422,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.001,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.017060041427612305,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.001,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.9882006390430054,1.0000000000000016,0.9765771054447066,0.023422894555295004,0.0014930070112811125,0.014105081558227539,1.1,909090.9090909091,898364.217311823,1,898364.217311823,17967.28434623646,0.9882006390430054
teleportation,depolarizing,0.005,1,"[(2, 4)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.01141047477722168,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.005,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.011443614959716797,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.005,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.021373987197875977,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.005,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.017722129821777344,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.01,1,"[(2, 4)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.014970779418945312,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.01,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.017017364501953125,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.01,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.020567893981933594,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.01,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.9804240586789652,1.0000000000000016,0.9613025075350917,0.03869749246490983,0.0014885340036539935,0.020364999771118164,1.1,909090.9090909091,891294.5987990593,1,891294.5987990593,17825.891975981187,0.9804240586789652
teleportation,depolarizing,0.02,1,"[(2, 4)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.01641368865966797,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.02,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.020562171936035156,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.02,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.012132406234741211,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.02,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.9717834131409431,1.0000000000000016,0.9444928556262926,0.05550714437370896,0.0014835639951794252,0.018810272216796875,1.1,909090.9090909091,883439.4664917664,1,883439.4664917664,17668.789329835326,0.9717834131409431
teleportation,depolarizing,0.05,1,"[(2, 4)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.015264034271240234,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.05,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.013294219970703125,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.05,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.016799449920654297,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.05,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.9458614752886007,1.0000000000000016,0.8950878380872334,0.1049121619127682,0.0014686539697555678,0.01825094223022461,1.1,909090.9090909091,0.0,1,0.0,0.0,0.0
teleportation,depolarizing,0.1,1,"[(2, 4)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.013605356216430664,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.1,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.01163935661315918,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.1,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.024351835250854492,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,depolarizing,0.1,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.902658243881022,1.0000000000000016,0.816159269479928,0.18384073052007355,0.0014438039273825393,0.025950193405151367,1.1,909090.9090909091,0.0,1,0.0,0.0,0.0
teleportation,zz,0.001,1,"[(2, 4)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.01234745979309082,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.001,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.010568857192993164,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.001,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.01858687400817871,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.001,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.9890640952617367,1.0000000000000016,0.9782828158084473,0.021717184191554217,0.0014935040121286103,0.017363309860229492,1.1,909090.9090909091,899149.1775106697,1,899149.1775106697,17982.983550213394,0.9890640952617367
teleportation,zz,0.005,1,"[(2, 4)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.014976263046264648,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.005,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.007132530212402344,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.005,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.013824701309204102,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.005,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.9890495029507704,1.0000000000000016,0.978282815808447,0.02171718419155455,0.0014935040121285964,0.01997685432434082,1.1,909090.9090909091,899135.9117734276,1,899135.9117734276,17982.718235468554,0.9890495029507704
teleportation,zz,0.01,1,"[(2, 4)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.014911890029907227,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.01,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.01273036003112793,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.01,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.013014078140258789,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.01,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.9890039029072537,1.0000000000000016,0.9782828158084469,0.02171718419155466,0.0014935040121285964,0.015196084976196289,1.1,909090.9090909091,899094.4571884124,1,899094.4571884124,17981.889143768247,0.9890039029072537
teleportation,zz,0.02,1,"[(2, 4)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.010446786880493164,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.02,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.014180898666381836,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.02,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.012923479080200195,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.02,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.9888215167971389,1.0000000000000016,0.9782828158084472,0.02171718419155433,0.0014935040121286103,0.01511693000793457,1.1,909090.9090909091,898928.6516337626,1,898928.6516337626,17978.573032675253,0.9888215167971389
teleportation,zz,0.05,1,"[(2, 4)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.012273550033569336,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.05,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.014376401901245117,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.05,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.013740777969360352,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.05,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.987545443963221,1.0000000000000016,0.9782828158084471,0.02171718419155444,0.0014935040121285964,0.012017011642456055,1.1,909090.9090909091,897768.5854211099,1,897768.5854211099,17955.371708422197,0.987545443963221
teleportation,zz,0.1,1,"[(2, 4)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.013927459716796875,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.1,2,"[(2, 4), (0, 2)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.011348485946655273,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.1,3,"[(2, 4), (0, 2), (1, 3)]",0.9847443812523748,1.0000000000000016,0.9697713296262,0.030228670373801503,0.0014910190078913088,0.010474205017089844,1.1,909090.9090909091,895222.1647748862,1,895222.1647748862,17904.443295497724,0.9847443812523748
teleportation,zz,0.1,4,"[(2, 4), (0, 2), (1, 3), (0, 1)]",0.9829970327582932,1.0000000000000016,0.9782828158084472,0.02171718419155433,0.0014935040121286103,0.012403249740600586,1.1,909090.9090909091,893633.6661439029,1,893633.6661439029,17872.673322878058,0.9829970327582932
